sex;age;race;marital-status;education;native-country;workclass;occupation;salary-class
Female;20-39;White;Never-married;Assoc-acdm;North America;Non-Government;Other;<=50K
Male;40-59;White;Never-married;HS-grad;North America;Non-Government;Other;<=50K
*;*;*;*;HS-grad;*;*;*;*
Female;60-79;White;Divorced;Assoc-voc;North America;Non-Government;Other;<=50K
Female;40-59;Black;Never-married;HS-grad;North America;Non-Government;Technical;<=50K
Female;40-59;White;Divorced;HS-grad;North America;Non-Government;Other;<=50K
Male;40-59;White;Divorced;HS-grad;North America;Non-Government;Technical;<=50K
Female;40-59;White;Widowed;Some-college;North America;Non-Government;Technical;<=50K
Male;40-59;White;Never-married;Bachelors;North America;Non-Government;Nontechnical;<=50K
Male;40-59;White;Married-civ-spouse;Assoc-voc;North America;Non-Government;Technical;<=50K
Male;40-59;White;Married-civ-spouse;HS-grad;North America;Non-Government;Technical;<=50K
Male;40-59;White;Married-civ-spouse;HS-grad;North America;Non-Government;Other;>50K
Male;20-39;White;Never-married;HS-grad;North America;Non-Government;Nontechnical;<=50K
Male;40-59;White;Married-civ-spouse;HS-grad;North America;Non-Government;Nontechnical;>50K
Male;40-59;White;Divorced;Masters;North America;Non-Government;Technical;<=50K
*;*;*;*;Bachelors;*;*;*;*
Male;20-39;White;Married-civ-spouse;Some-college;North America;Non-Government;Technical;<=50K
Male;20-39;White;Married-civ-spouse;Bachelors;North America;Non-Government;Nontechnical;>50K
Male;0-19;White;Never-married;Some-college;North America;Non-Government;Other;<=50K
Male;40-59;White;Married-civ-spouse;Doctorate;North America;Non-Government;Technical;>50K
Female;20-39;White;Married-civ-spouse;HS-grad;North America;Government;Technical;>50K
Female;20-39;White;Never-married;Bachelors;North America;Government;Technical;<=50K
Male;20-39;White;Never-married;HS-grad;North America;Non-Government;Other;<=50K
Male;40-59;White;Married-civ-spouse;Bachelors;North America;Non-Government;Other;<=50K
*;*;*;*;HS-grad;*;*;*;*
Male;20-39;White;Married-civ-spouse;HS-grad;North America;Non-Government;Nontechnical;>50K
Male;40-59;White;Married-civ-spouse;HS-grad;North America;Non-Government;Technical;>50K
Male;20-39;White;Married-civ-spouse;Some-college;Europe;Non-Government;Nontechnical;<=50K
Female;40-59;White;Divorced;HS-grad;North America;Non-Government;Technical;<=50K
Male;20-39;White;Never-married;Assoc-voc;North America;Non-Government;Other;<=50K
Male;40-59;White;Married-civ-spouse;HS-grad;North America;Non-Government;Technical;>50K
Male;40-59;White;Married-civ-spouse;Some-college;North America;Non-Government;Technical;>50K
Male;20-39;White;Married-civ-spouse;Masters;North America;Non-Government;Technical;<=50K
Male;40-59;White;Married-civ-spouse;7th-8th;North America;Non-Government;Nontechnical;<=50K
Female;20-39;White;Married-civ-spouse;Assoc-voc;North America;Non-Government;Technical;>50K
Female;40-59;White;Widowed;HS-grad;North America;Non-Government;Other;<=50K
Male;20-39;White;Divorced;HS-grad;North America;Non-Government;Technical;<=50K
*;*;*;*;Some-college;*;*;*;*
Male;40-59;White;Married-civ-spouse;Masters;North America;Government;Technical;>50K
Female;40-59;White;Separated;HS-grad;North America;Non-Government;Nontechnical;<=50K
Male;20-39;White;Married-civ-spouse;Some-college;North America;Non-Government;Other;<=50K
Female;20-39;Black;Never-married;HS-grad;North America;Non-Government;Technical;<=50K
*;*;*;*;HS-grad;*;*;*;*
Male;40-59;White;Married-civ-spouse;HS-grad;North America;Non-Government;Nontechnical;>50K
Female;40-59;White;Married-civ-spouse;10th;North America;Non-Government;Other;<=50K
*;*;*;*;Masters;*;*;*;*
Female;20-39;White;Never-married;Assoc-voc;North America;Non-Government;Other;<=50K
Male;0-19;White;Never-married;Assoc-acdm;North America;Government;Other;<=50K
Male;20-39;White;Never-married;Some-college;North America;Non-Government;Nontechnical;<=50K
Female;20-39;Black;Never-married;HS-grad;North America;Non-Government;Other;<=50K
Male;20-39;White;Never-married;HS-grad;North America;Non-Government;Other;<=50K
Female;20-39;Black;Divorced;HS-grad;North America;Non-Government;Other;<=50K
*;*;*;*;HS-grad;*;*;*;*
Female;20-39;Black;Never-married;Some-college;North America;Non-Government;Technical;<=50K
Female;40-59;White;Divorced;Some-college;North America;Non-Government;Other;<=50K
Male;40-59;White;Married-civ-spouse;Bachelors;North America;Non-Government;Nontechnical;>50K
Female;20-39;White;Never-married;Some-college;North America;Non-Government;Technical;<=50K
Male;20-39;White;Divorced;Prof-school;North America;Non-Government;Technical;<=50K
Male;20-39;White;Married-civ-spouse;Some-college;North America;Non-Government;Other;<=50K
Female;0-19;White;Never-married;Some-college;North America;Non-Government;Nontechnical;<=50K
Male;20-39;White;Married-civ-spouse;Bachelors;North America;Non-Government;Technical;>50K
Male;60-79;White;Married-civ-spouse;HS-grad;North America;Non-Government;Technical;<=50K
Male;40-59;White;Married-civ-spouse;Bachelors;North America;Non-Government;Nontechnical;>50K
Male;20-39;White;Married-civ-spouse;Bachelors;North America;Non-Government;Other;>50K
Male;40-59;White;Married-civ-spouse;Some-college;North America;Non-Government;Nontechnical;>50K
*;*;*;*;Some-college;*;*;*;*
Male;20-39;White;Married-civ-spouse;Bachelors;North America;Non-Government;Nontechnical;<=50K
Male;20-39;White;Married-civ-spouse;12th;North America;Non-Government;Other;<=50K
Female;40-59;White;Divorced;Assoc-voc;North America;Non-Government;Technical;<=50K
Male;40-59;White;Married-civ-spouse;Masters;North America;Government;Technical;>50K
Male;40-59;White;Married-civ-spouse;HS-grad;North America;Non-Government;Technical;>50K
Male;40-59;White;Married-civ-spouse;HS-grad;North America;Non-Government;Nontechnical;<=50K
Male;60-79;White;Married-civ-spouse;HS-grad;North America;Non-Government;Technical;<=50K
Male;40-59;White;Married-civ-spouse;HS-grad;North America;Non-Government;Other;<=50K
Female;20-39;White;Separated;Assoc-acdm;North America;Non-Government;Other;<=50K
Male;40-59;White;Married-civ-spouse;Some-college;North America;Non-Government;Nontechnical;>50K
Male;20-39;White;Never-married;Some-college;North America;Non-Government;Other;<=50K
Male;20-39;White;Married-civ-spouse;Prof-school;North America;Non-Government;Technical;>50K
Male;20-39;White;Married-civ-spouse;12th;North America;Non-Government;Other;<=50K
Male;20-39;White;Married-civ-spouse;Bachelors;North America;Non-Government;Nontechnical;<=50K
Female;20-39;White;Divorced;Assoc-acdm;North America;Non-Government;Technical;<=50K
Female;20-39;White;Never-married;Bachelors;North America;Government;Technical;<=50K
Male;20-39;White;Married-civ-spouse;HS-grad;North America;Non-Government;Technical;>50K
Male;20-39;White;Married-civ-spouse;HS-grad;North America;Non-Government;Technical;>50K
Female;40-59;White;Married-civ-spouse;Doctorate;North America;Government;Technical;>50K
Male;0-19;White;Never-married;11th;North America;Non-Government;Other;<=50K
Male;0-19;White;Never-married;Some-college;North America;Non-Government;Technical;<=50K
Female;20-39;Black;Never-married;Bachelors;North America;Non-Government;Nontechnical;<=50K
Male;20-39;Asian-Pac-Islander;Never-married;Bachelors;Asia;Non-Government;Nontechnical;<=50K
Male;40-59;White;Married-civ-spouse;HS-grad;North America;Non-Government;Technical;<=50K
Female;40-59;White;Married-civ-spouse;Assoc-voc;North America;Government;Technical;>50K
Female;40-59;White;Separated;Bachelors;North America;Non-Government;Technical;<=50K
*;*;*;*;HS-grad;*;*;*;*
Male;40-59;White;Married-civ-spouse;HS-grad;North America;Non-Government;Other;<=50K
Male;40-59;White;Married-civ-spouse;Some-college;North America;Government;Other;>50K
Male;20-39;White;Married-civ-spouse;Some-college;North America;Non-Government;Other;<=50K
Male;20-39;White;Married-civ-spouse;Assoc-voc;North America;Non-Government;Other;<=50K
Male;20-39;White;Married-civ-spouse;HS-grad;North America;Non-Government;Other;<=50K
Male;20-39;White;Never-married;Bachelors;North America;Non-Government;Nontechnical;<=50K
Male;40-59;White;Married-civ-spouse;Some-college;North America;Non-Government;Nontechnical;>50K
Male;20-39;White;Divorced;HS-grad;North America;Non-Government;Technical;<=50K
Male;40-59;White;Married-civ-spouse;Assoc-acdm;North America;Government;Technical;>50K
Male;40-59;White;Never-married;Bachelors;North America;Non-Government;Nontechnical;>50K
*;*;*;*;Doctorate;*;*;*;*
Male;20-39;White;Divorced;HS-grad;North America;Non-Government;Technical;<=50K
Male;20-39;White;Never-married;Some-college;North America;Non-Government;Other;<=50K
Male;20-39;Asian-Pac-Islander;Never-married;Bachelors;Asia;Non-Government;Technical;<=50K
Male;60-79;White;Married-civ-spouse;10th;North America;Non-Government;Technical;<=50K
Female;20-39;White;Married-civ-spouse;HS-grad;North America;Non-Government;Nontechnical;>50K
Female;40-59;White;Divorced;Some-college;North America;Non-Government;Technical;<=50K
Male;40-59;White;Married-civ-spouse;Bachelors;North America;Non-Government;Technical;>50K
Male;20-39;White;Married-civ-spouse;9th;North America;Non-Government;Nontechnical;<=50K
Male;40-59;Black;Married-civ-spouse;Bachelors;North America;Non-Government;Nontechnical;<=50K
Female;20-39;White;Married-civ-spouse;Assoc-acdm;North America;Non-Government;Technical;>50K
Female;20-39;White;Divorced;HS-grad;North America;Government;Other;<=50K
Male;20-39;White;Never-married;Bachelors;North America;Non-Government;Technical;<=50K
Male;20-39;White;Never-married;HS-grad;North America;Non-Government;Nontechnical;<=50K
Male;40-59;White;Married-civ-spouse;Bachelors;North America;Non-Government;Technical;>50K
Male;40-59;White;Married-civ-spouse;Assoc-voc;North America;Non-Government;Other;<=50K
Male;20-39;White;Married-civ-spouse;Masters;North America;Non-Government;Nontechnical;>50K
Female;20-39;White;Married-civ-spouse;Bachelors;North America;Non-Government;Nontechnical;>50K
Male;20-39;White;Never-married;Bachelors;North America;Government;Other;<=50K
*;*;*;*;HS-grad;*;*;*;*
Female;20-39;White;Divorced;HS-grad;North America;Non-Government;Nontechnical;<=50K
Male;20-39;White;Married-civ-spouse;Some-college;North America;Non-Government;Technical;<=50K
Male;40-59;White;Married-civ-spouse;HS-grad;North America;Non-Government;Other;<=50K
Female;40-59;White;Married-civ-spouse;Bachelors;North America;Government;Technical;>50K
Male;40-59;Asian-Pac-Islander;Married-civ-spouse;Bachelors;Asia;Non-Government;Technical;<=50K
Male;20-39;White;Married-civ-spouse;Some-college;North America;Non-Government;Technical;<=50K
Female;40-59;White;Divorced;HS-grad;North America;Government;Technical;<=50K
Male;20-39;White;Married-civ-spouse;Some-college;North America;Government;Nontechnical;<=50K
Male;20-39;White;Married-civ-spouse;Bachelors;North America;Non-Government;Technical;<=50K
Female;40-59;Black;Divorced;Some-college;North America;Non-Government;Other;<=50K
Female;0-19;White;Never-married;Assoc-voc;North America;Non-Government;Other;<=50K
Male;20-39;White;Married-civ-spouse;HS-grad;North America;Non-Government;Other;>50K
*;*;*;*;HS-grad;*;*;*;*
Male;40-59;White;Divorced;Some-college;North America;Non-Government;Other;<=50K
Male;20-39;White;Married-civ-spouse;Bachelors;North America;Non-Government;Technical;<=50K
Female;20-39;Black;Never-married;Some-college;North America;Non-Government;Technical;<=50K
Female;20-39;White;Never-married;HS-grad;North America;Non-Government;Other;<=50K
Female;20-39;White;Never-married;Assoc-voc;North America;Non-Government;Other;<=50K
Male;20-39;White;Married-civ-spouse;Some-college;North America;Non-Government;Nontechnical;>50K
Male;40-59;White;Married-civ-spouse;Masters;North America;Non-Government;Nontechnical;>50K
*;*;*;*;HS-grad;*;*;*;*
Male;20-39;White;Married-civ-spouse;HS-grad;North America;Non-Government;Technical;<=50K
Male;40-59;White;Married-civ-spouse;1st-4th;North America;Non-Government;Technical;<=50K
Female;0-19;White;Never-married;Some-college;North America;Non-Government;Other;<=50K
Male;0-19;White;Never-married;Some-college;North America;Non-Government;Nontechnical;<=50K
*;*;*;*;HS-grad;*;*;*;*
Male;20-39;White;Never-married;Bachelors;North America;Non-Government;Other;<=50K
Male;40-59;White;Married-civ-spouse;Some-college;North America;Non-Government;Nontechnical;<=50K
Male;20-39;White;Married-civ-spouse;Masters;North America;Non-Government;Technical;>50K
Female;20-39;White;Never-married;Some-college;North America;Non-Government;Nontechnical;<=50K
Male;40-59;White;Married-civ-spouse;HS-grad;North America;Non-Government;Technical;<=50K
Male;60-79;White;Married-civ-spouse;HS-grad;North America;Non-Government;Nontechnical;>50K
Male;40-59;White;Married-civ-spouse;HS-grad;North America;Non-Government;Nontechnical;>50K
Male;20-39;White;Never-married;HS-grad;North America;Non-Government;Other;<=50K
Female;20-39;White;Divorced;Some-college;North America;Non-Government;Other;<=50K
Male;40-59;White;Married-civ-spouse;HS-grad;North America;Non-Government;Technical;<=50K
Male;40-59;White;Married-civ-spouse;HS-grad;North America;Government;Other;<=50K
Male;20-39;White;Married-civ-spouse;Some-college;North America;Non-Government;Other;<=50K
Male;40-59;White;Married-civ-spouse;HS-grad;North America;Non-Government;Nontechnical;>50K
Female;20-39;White;Married-civ-spouse;Masters;North America;Government;Technical;>50K
Male;0-19;White;Never-married;HS-grad;North America;Non-Government;Nontechnical;<=50K
Male;40-59;White;Married-civ-spouse;Assoc-voc;North America;Non-Government;Technical;<=50K
*;*;*;*;HS-grad;*;*;*;*
Male;20-39;White;Married-civ-spouse;Bachelors;North America;Non-Government;Nontechnical;>50K
Male;40-59;White;Married-civ-spouse;Assoc-acdm;North America;Non-Government;Technical;>50K
Female;40-59;White;Married-civ-spouse;Bachelors;North America;Non-Government;Technical;>50K
Female;20-39;Black;Divorced;HS-grad;North America;Non-Government;Other;<=50K
Male;60-79;White;Married-civ-spouse;Bachelors;North America;Non-Government;Other;>50K
*;*;*;*;Prof-school;*;*;*;*
Male;20-39;White;Divorced;HS-grad;North America;Non-Government;Other;<=50K
Female;40-59;White;Divorced;HS-grad;North America;Non-Government;Other;<=50K
Female;40-59;Black;Divorced;11th;North America;Non-Government;Other;<=50K
Male;20-39;White;Married-civ-spouse;Masters;North America;Non-Government;Other;>50K
Male;0-19;White;Never-married;Assoc-voc;North America;Non-Government;Other;<=50K
Male;40-59;White;Married-civ-spouse;HS-grad;North America;Non-Government;Other;<=50K
Female;20-39;White;Never-married;Assoc-voc;North America;Non-Government;Other;<=50K
Male;40-59;White;Married-civ-spouse;HS-grad;North America;Government;Technical;>50K
Female;40-59;White;Never-married;HS-grad;North America;Non-Government;Other;<=50K
*;*;*;*;11th;*;*;*;*
Female;20-39;White;Divorced;Bachelors;North America;Non-Government;Nontechnical;>50K
Male;20-39;White;Married-civ-spouse;Bachelors;North America;Non-Government;Technical;<=50K
Male;20-39;White;Married-civ-spouse;HS-grad;North America;Non-Government;Other;<=50K
Male;40-59;White;Married-civ-spouse;HS-grad;North America;Non-Government;Technical;<=50K
*;*;*;*;Some-college;*;*;*;*
Male;60-79;White;Married-civ-spouse;HS-grad;North America;Non-Government;Technical;<=50K
Female;20-39;White;Never-married;Bachelors;North America;Government;Other;<=50K
Male;20-39;White;Never-married;Bachelors;North America;Government;Technical;<=50K
Male;40-59;White;Divorced;Assoc-voc;North America;Non-Government;Other;<=50K
Male;40-59;White;Married-civ-spouse;Some-college;North America;Non-Government;Technical;>50K
Male;20-39;White;Married-civ-spouse;HS-grad;North America;Non-Government;Other;<=50K
Male;20-39;White;Married-civ-spouse;Bachelors;North America;Non-Government;Technical;<=50K
Female;0-19;White;Never-married;Some-college;North America;Non-Government;Other;<=50K
Female;40-59;Black;Divorced;Bachelors;North America;Government;Technical;<=50K
Male;40-59;White;Married-civ-spouse;Assoc-acdm;North America;Government;Technical;<=50K
Male;40-59;White;Married-civ-spouse;Masters;North America;Non-Government;Technical;<=50K
Female;0-19;White;Never-married;HS-grad;North America;Non-Government;Technical;<=50K
Male;40-59;Black;Married-civ-spouse;HS-grad;North America;Government;Other;>50K
Male;20-39;White;Married-civ-spouse;Bachelors;North America;Government;Technical;>50K
Male;20-39;White;Divorced;Bachelors;North America;Non-Government;Technical;<=50K
*;*;*;*;Bachelors;*;*;*;*
Male;20-39;Black;Married-civ-spouse;Some-college;North America;Non-Government;Technical;<=50K
Male;60-79;White;Married-civ-spouse;Masters;North America;Non-Government;Nontechnical;>50K
Male;60-79;White;Married-civ-spouse;HS-grad;North America;Government;Other;<=50K
Male;20-39;White;Married-civ-spouse;Bachelors;North America;Non-Government;Nontechnical;>50K
Male;20-39;White;Married-civ-spouse;HS-grad;North America;Non-Government;Technical;<=50K
Male;40-59;White;Married-civ-spouse;Some-college;North America;Non-Government;Nontechnical;>50K
Male;20-39;White;Separated;Some-college;North America;Non-Government;Other;<=50K
Female;20-39;White;Divorced;Some-college;North America;Non-Government;Technical;<=50K
Male;40-59;White;Married-civ-spouse;Doctorate;North America;Non-Government;Technical;>50K
Male;0-19;White;Never-married;Some-college;North America;Non-Government;Other;<=50K
*;*;*;*;Some-college;*;*;*;*
Male;20-39;White;Divorced;Bachelors;North America;Non-Government;Nontechnical;<=50K
Male;20-39;White;Married-civ-spouse;Prof-school;North America;Non-Government;Technical;>50K
Male;40-59;White;Married-civ-spouse;HS-grad;North America;Non-Government;Technical;>50K
Male;40-59;White;Married-civ-spouse;HS-grad;North America;Non-Government;Technical;<=50K
Male;40-59;White;Married-civ-spouse;Some-college;North America;Non-Government;Technical;<=50K
Female;40-59;White;Widowed;HS-grad;North America;Non-Government;Other;<=50K
Female;20-39;White;Never-married;HS-grad;North America;Non-Government;Other;<=50K
Male;20-39;White;Married-civ-spouse;Bachelors;North America;Non-Government;Technical;>50K
Male;40-59;White;Married-civ-spouse;Some-college;North America;Non-Government;Other;<=50K
*;*;*;*;HS-grad;*;*;*;*
Male;60-79;White;Married-civ-spouse;Prof-school;North America;Non-Government;Technical;<=50K
Male;40-59;White;Married-civ-spouse;Bachelors;North America;Non-Government;Technical;>50K
Female;40-59;White;Divorced;HS-grad;North America;Government;Other;<=50K
Female;20-39;White;Never-married;Bachelors;North America;Non-Government;Other;<=50K
Male;40-59;White;Married-civ-spouse;HS-grad;North America;Non-Government;Technical;<=50K
Female;20-39;Black;Separated;11th;North America;Non-Government;Other;<=50K
Female;20-39;White;Never-married;Some-college;North America;Non-Government;Nontechnical;<=50K
Female;20-39;White;Never-married;HS-grad;North America;Non-Government;Nontechnical;<=50K
Female;40-59;White;Married-civ-spouse;HS-grad;North America;Non-Government;Nontechnical;<=50K
Female;20-39;White;Never-married;HS-grad;North America;Non-Government;Other;<=50K
Female;40-59;White;Never-married;Some-college;North America;Non-Government;Other;<=50K
Male;20-39;White;Never-married;Masters;North America;Non-Government;Technical;>50K
Female;40-59;White;Separated;HS-grad;North America;Non-Government;Other;<=50K
*;*;*;*;HS-grad;*;*;*;*
Male;60-79;White;Married-civ-spouse;HS-grad;North America;Non-Government;Nontechnical;>50K
Male;20-39;White;Never-married;Some-college;North America;Government;Other;<=50K
Female;60-79;White;Widowed;Some-college;North America;Non-Government;Other;<=50K
Male;40-59;White;Married-civ-spouse;Prof-school;North America;Non-Government;Technical;>50K
Male;40-59;White;Divorced;HS-grad;North America;Non-Government;Other;<=50K
Female;20-39;White;Married-civ-spouse;HS-grad;North America;Non-Government;Other;<=50K
Female;20-39;White;Never-married;HS-grad;North America;Non-Government;Nontechnical;<=50K
Male;40-59;White;Married-civ-spouse;Masters;North America;Non-Government;Nontechnical;>50K
Male;40-59;White;Married-civ-spouse;Some-college;North America;Non-Government;Nontechnical;<=50K
Female;40-59;White;Divorced;HS-grad;North America;Government;Other;<=50K
Male;20-39;White;Never-married;Some-college;North America;Non-Government;Other;<=50K
*;*;*;*;HS-grad;*;*;*;*
Female;20-39;White;Never-married;Bachelors;North America;Non-Government;Other;<=50K
Male;40-59;White;Married-civ-spouse;HS-grad;North America;Non-Government;Nontechnical;>50K
Male;40-59;White;Married-civ-spouse;Bachelors;North America;Government;Technical;>50K
*;*;*;*;Some-college;*;*;*;*
Male;20-39;White;Married-civ-spouse;HS-grad;North America;Non-Government;Technical;<=50K
Male;40-59;White;Married-civ-spouse;HS-grad;North America;Non-Government;Other;>50K
Female;60-79;White;Widowed;HS-grad;North America;Non-Government;Other;<=50K
Male;20-39;White;Never-married;Some-college;North America;Non-Government;Technical;<=50K
Female;20-39;White;Never-married;HS-grad;North America;Non-Government;Nontechnical;<=50K
Male;20-39;White;Married-civ-spouse;Bachelors;North America;Non-Government;Technical;>50K
Male;40-59;White;Married-civ-spouse;Some-college;North America;Non-Government;Technical;<=50K
Male;20-39;White;Married-civ-spouse;Some-college;North America;Non-Government;Other;<=50K
Male;40-59;White;Divorced;Bachelors;North America;Government;Other;<=50K
*;*;*;*;Bachelors;*;*;*;*
Male;20-39;White;Married-civ-spouse;Some-college;North America;Non-Government;Other;<=50K
Female;20-39;White;Never-married;Assoc-acdm;North America;Non-Government;Other;<=50K
Female;20-39;Black;Never-married;HS-grad;North America;Non-Government;Technical;<=50K
Female;0-19;White;Never-married;Some-college;North America;Non-Government;Other;<=50K
Male;40-59;White;Married-civ-spouse;Bachelors;North America;Government;Other;>50K
Male;40-59;White;Married-civ-spouse;Bachelors;North America;Non-Government;Nontechnical;>50K
Male;60-79;White;Married-civ-spouse;Bachelors;North America;Non-Government;Other;>50K
Male;40-59;White;Married-civ-spouse;HS-grad;North America;Non-Government;Other;<=50K
Male;40-59;White;Married-civ-spouse;HS-grad;North America;Non-Government;Nontechnical;<=50K
Male;40-59;White;Never-married;HS-grad;North America;Non-Government;Nontechnical;<=50K
*;*;*;*;Assoc-acdm;*;*;*;*
Male;20-39;Black;Never-married;Some-college;North America;Non-Government;Other;<=50K
Female;40-59;White;Married-civ-spouse;HS-grad;North America;Non-Government;Other;>50K
Male;40-59;White;Married-civ-spouse;Some-college;North America;Non-Government;Other;<=50K
Male;40-59;White;Married-civ-spouse;Bachelors;North America;Non-Government;Nontechnical;>50K
Male;40-59;White;Married-civ-spouse;10th;North America;Non-Government;Other;<=50K
Male;20-39;White;Never-married;Bachelors;North America;Non-Government;Nontechnical;<=50K
Male;40-59;White;Married-civ-spouse;HS-grad;North America;Non-Government;Technical;<=50K
Female;60-79;White;Widowed;1st-4th;North America;Non-Government;Other;<=50K
Male;20-39;White;Married-civ-spouse;HS-grad;North America;Non-Government;Other;<=50K
Male;40-59;Black;Married-civ-spouse;Masters;North America;Non-Government;Technical;<=50K
Male;20-39;White;Married-civ-spouse;HS-grad;North America;Non-Government;Nontechnical;<=50K
Male;20-39;White;Married-civ-spouse;5th-6th;North America;Non-Government;Technical;<=50K
Male;20-39;White;Never-married;Some-college;North America;Non-Government;Other;<=50K
Male;40-59;White;Married-civ-spouse;Assoc-acdm;North America;Non-Government;Technical;<=50K
Male;40-59;Black;Never-married;Some-college;North America;Government;Other;<=50K
Male;20-39;White;Married-civ-spouse;HS-grad;North America;Non-Government;Technical;<=50K
Male;20-39;Black;Never-married;Some-college;North America;Government;Other;<=50K
*;*;*;*;HS-grad;*;*;*;*
Female;40-59;White;Married-civ-spouse;Some-college;North America;Non-Government;Other;>50K
Male;20-39;White;Married-civ-spouse;Prof-school;North America;Non-Government;Technical;<=50K
Male;20-39;White;Married-civ-spouse;Assoc-voc;North America;Non-Government;Nontechnical;<=50K
Male;20-39;White;Married-civ-spouse;Bachelors;North America;Non-Government;Technical;>50K
Male;20-39;White;Never-married;Assoc-voc;North America;Non-Government;Technical;<=50K
Female;20-39;White;Never-married;5th-6th;North America;Non-Government;Other;<=50K
Male;40-59;White;Married-civ-spouse;HS-grad;North America;Non-Government;Nontechnical;<=50K
Female;40-59;White;Married-civ-spouse;HS-grad;North America;Non-Government;Technical;>50K
Male;40-59;White;Married-civ-spouse;Bachelors;North America;Government;Nontechnical;<=50K
Female;20-39;White;Never-married;Bachelors;North America;Non-Government;Technical;<=50K
Female;40-59;White;Divorced;HS-grad;North America;Non-Government;Other;<=50K
Male;20-39;White;Married-civ-spouse;Some-college;North America;Non-Government;Nontechnical;>50K
Female;20-39;White;Never-married;HS-grad;North America;Non-Government;Technical;<=50K
Male;20-39;White;Married-civ-spouse;Doctorate;North America;Non-Government;Technical;>50K
Male;40-59;White;Married-civ-spouse;Bachelors;North America;Government;Technical;>50K
Male;40-59;White;Married-civ-spouse;Bachelors;North America;Non-Government;Technical;>50K
Female;60-79;White;Widowed;HS-grad;North America;Government;Other;<=50K
Male;0-19;White;Never-married;Some-college;North America;Non-Government;Other;<=50K
Male;20-39;White;Never-married;HS-grad;North America;Non-Government;Nontechnical;>50K
Male;40-59;White;Married-civ-spouse;Some-college;North America;Non-Government;Other;>50K
Male;20-39;White;Married-civ-spouse;HS-grad;North America;Non-Government;Other;>50K
*;*;*;*;HS-grad;*;*;*;*
Female;20-39;Black;Never-married;HS-grad;North America;Non-Government;Nontechnical;<=50K
Female;20-39;Black;Never-married;11th;North America;Non-Government;Other;<=50K
Male;20-39;White;Never-married;HS-grad;North America;Non-Government;Technical;<=50K
Female;0-19;White;Never-married;Some-college;North America;Non-Government;Technical;<=50K
Male;20-39;Black;Never-married;HS-grad;North America;Non-Government;Technical;<=50K
Male;40-59;White;Married-civ-spouse;Prof-school;North America;Non-Government;Technical;<=50K
Male;40-59;White;Married-civ-spouse;Assoc-voc;North America;Non-Government;Technical;>50K
Female;20-39;White;Never-married;Some-college;North America;Non-Government;Technical;<=50K
Male;20-39;White;Never-married;Bachelors;North America;Non-Government;Technical;<=50K
Male;20-39;White;Married-civ-spouse;HS-grad;North America;Non-Government;Nontechnical;>50K
Female;60-79;White;Divorced;Bachelors;North America;Non-Government;Technical;<=50K
Male;20-39;White;Married-civ-spouse;Some-college;North America;Government;Nontechnical;<=50K
Male;20-39;White;Never-married;Prof-school;North America;Government;Technical;<=50K
*;*;*;*;Masters;*;*;*;*
Male;40-59;White;Divorced;Some-college;North America;Non-Government;Other;<=50K
Male;40-59;White;Never-married;HS-grad;North America;Government;Other;<=50K
*;*;*;*;HS-grad;*;*;*;*
Female;20-39;White;Never-married;Bachelors;North America;Non-Government;Other;<=50K
*;*;*;*;Bachelors;*;*;*;*
Male;20-39;White;Never-married;Some-college;North America;Non-Government;Technical;>50K
Male;20-39;White;Married-civ-spouse;Bachelors;North America;Non-Government;Technical;>50K
Female;40-59;White;Separated;HS-grad;North America;Non-Government;Nontechnical;<=50K
Male;20-39;White;Married-civ-spouse;Some-college;North America;Non-Government;Technical;<=50K
Male;40-59;Black;Divorced;5th-6th;North America;Non-Government;Technical;<=50K
Male;60-79;White;Married-civ-spouse;HS-grad;North America;Non-Government;Other;>50K
Male;20-39;Black;Never-married;10th;North America;Non-Government;Technical;<=50K
Male;20-39;White;Never-married;Bachelors;North America;Non-Government;Technical;<=50K
Male;20-39;White;Never-married;HS-grad;North America;Non-Government;Nontechnical;<=50K
Male;20-39;White;Never-married;Some-college;North America;Non-Government;Technical;<=50K
Male;20-39;White;Never-married;HS-grad;North America;Non-Government;Technical;<=50K
Male;40-59;White;Married-civ-spouse;HS-grad;North America;Non-Government;Technical;>50K
Female;20-39;White;Never-married;HS-grad;North America;Non-Government;Other;<=50K
Female;40-59;White;Divorced;Some-college;Europe;Non-Government;Nontechnical;<=50K
Female;20-39;White;Never-married;Assoc-voc;North America;Government;Nontechnical;<=50K
Female;40-59;White;Divorced;HS-grad;North America;Non-Government;Nontechnical;<=50K
*;*;*;*;HS-grad;*;*;*;*
*;*;*;*;Some-college;*;*;*;*
Male;40-59;Asian-Pac-Islander;Married-civ-spouse;HS-grad;Asia;Non-Government;Nontechnical;>50K
Male;0-19;White;Never-married;10th;North America;Non-Government;Nontechnical;<=50K
Male;20-39;Black;Never-married;Assoc-acdm;North America;Non-Government;Other;<=50K
*;*;*;*;Masters;*;*;*;*
Male;40-59;White;Married-civ-spouse;Bachelors;North America;Non-Government;Nontechnical;<=50K
Female;40-59;White;Never-married;Assoc-voc;North America;Government;Other;<=50K
Female;40-59;Black;Divorced;HS-grad;North America;Non-Government;Nontechnical;<=50K
Male;40-59;White;Married-civ-spouse;HS-grad;North America;Non-Government;Other;<=50K
Male;40-59;White;Married-civ-spouse;HS-grad;North America;Non-Government;Other;<=50K
